fixed_gene	fixed_enzyme	ground_relation
100036608	1.13.99.1	function(g100036608,ec_1_13_99_1)
100036608	2.3.2.-	function(g100036608,ec_2_3_2)
100036608	2.7.1.134	function(g100036608,ec_2_7_1_134)
100036608	2.7.1.140	function(g100036608,ec_2_7_1_140)
100036608	2.7.1.151	function(g100036608,ec_2_7_1_151)
100036608	2.7.1.153	function(g100036608,ec_2_7_1_153)
100036608	2.7.1.158	function(g100036608,ec_2_7_1_158)
100036608	2.7.1.159	function(g100036608,ec_2_7_1_159)
100036608	2.7.4.-	function(g100036608,ec_2_7_4)
100036608	2.7.4.21	function(g100036608,ec_2_7_4_21)
100036608	2.7.4.24	function(g100036608,ec_2_7_4_24)
100036608	3.1.3.-	function(g100036608,ec_3_1_3)
100036608	3.1.3.16	function(g100036608,ec_3_1_3_16)
100036608	3.1.3.36	function(g100036608,ec_3_1_3_36)
100036608	3.1.3.57	function(g100036608,ec_3_1_3_57)
100036608	3.1.3.66	function(g100036608,ec_3_1_3_66)
100036608	3.1.3.67	function(g100036608,ec_3_1_3_67)
100036608	3.1.3.86	function(g100036608,ec_3_1_3_86)
100036608	3.4.21.-	function(g100036608,ec_3_4_21)
100036608	3.6.1.52	function(g100036608,ec_3_6_1_52)
100036608	3.6.1.61	function(g100036608,ec_3_6_1_61)
100036608	5.5.1.4	function(g100036608,ec_5_5_1_4)
100037840	1.13.99.1	function(g100037840,ec_1_13_99_1)
100037840	2.3.2.-	function(g100037840,ec_2_3_2)
100037840	2.7.1.134	function(g100037840,ec_2_7_1_134)
100037840	2.7.1.140	function(g100037840,ec_2_7_1_140)
100037840	2.7.1.151	function(g100037840,ec_2_7_1_151)
100037840	2.7.1.153	function(g100037840,ec_2_7_1_153)
100037840	2.7.1.158	function(g100037840,ec_2_7_1_158)
100037840	2.7.1.159	function(g100037840,ec_2_7_1_159)
100037840	2.7.4.-	function(g100037840,ec_2_7_4)
100037840	2.7.4.21	function(g100037840,ec_2_7_4_21)
100037840	2.7.4.24	function(g100037840,ec_2_7_4_24)
100037840	3.1.3.-	function(g100037840,ec_3_1_3)
100037840	3.1.3.48	function(g100037840,ec_3_1_3_48)
100037840	3.1.3.62	function(g100037840,ec_3_1_3_62)
100037840	3.1.3.66	function(g100037840,ec_3_1_3_66)
100037840	3.1.3.67	function(g100037840,ec_3_1_3_67)
100037840	3.1.3.86	function(g100037840,ec_3_1_3_86)
100037840	3.4.21.-	function(g100037840,ec_3_4_21)
100037840	3.6.1.52	function(g100037840,ec_3_6_1_52)
100037840	3.6.1.61	function(g100037840,ec_3_6_1_61)
100037840	5.5.1.4	function(g100037840,ec_5_5_1_4)
100038240	1.13.99.1	function(g100038240,ec_1_13_99_1)
100038240	2.3.2.-	function(g100038240,ec_2_3_2)
100038240	2.7.1.151	function(g100038240,ec_2_7_1_151)
100038240	2.7.1.158	function(g100038240,ec_2_7_1_158)
100038240	2.7.4.-	function(g100038240,ec_2_7_4)
100038240	2.7.4.21	function(g100038240,ec_2_7_4_21)
100038240	2.7.4.24	function(g100038240,ec_2_7_4_24)
100038240	3.1.3.-	function(g100038240,ec_3_1_3)
100038240	3.1.3.16	function(g100038240,ec_3_1_3_16)
100038240	3.1.3.36	function(g100038240,ec_3_1_3_36)
100038240	3.1.3.48	function(g100038240,ec_3_1_3_48)
100038240	3.1.3.56	function(g100038240,ec_3_1_3_56)
100038240	3.1.3.57	function(g100038240,ec_3_1_3_57)
100038240	3.1.3.62	function(g100038240,ec_3_1_3_62)
100038240	3.1.3.64	function(g100038240,ec_3_1_3_64)
100038240	3.1.3.66	function(g100038240,ec_3_1_3_66)
100038240	3.1.3.67	function(g100038240,ec_3_1_3_67)
100038240	3.1.3.80	function(g100038240,ec_3_1_3_80)
100038240	3.1.3.86	function(g100038240,ec_3_1_3_86)
100038240	3.4.21.-	function(g100038240,ec_3_4_21)
100038240	3.6.1.52	function(g100038240,ec_3_6_1_52)
100038240	3.6.1.61	function(g100038240,ec_3_6_1_61)
100038240	5.5.1.4	function(g100038240,ec_5_5_1_4)
100125214	1.13.99.1	function(g100125214,ec_1_13_99_1)
100125214	2.3.2.-	function(g100125214,ec_2_3_2)
100125214	2.7.1.134	function(g100125214,ec_2_7_1_134)
100125214	2.7.1.140	function(g100125214,ec_2_7_1_140)
100125214	2.7.1.151	function(g100125214,ec_2_7_1_151)
100125214	2.7.1.153	function(g100125214,ec_2_7_1_153)
100125214	2.7.1.158	function(g100125214,ec_2_7_1_158)
100125214	2.7.1.159	function(g100125214,ec_2_7_1_159)
100125214	2.7.4.-	function(g100125214,ec_2_7_4)
100125214	2.7.4.21	function(g100125214,ec_2_7_4_21)
100125214	2.7.4.24	function(g100125214,ec_2_7_4_24)
100125214	3.1.3.-	function(g100125214,ec_3_1_3)
100125214	3.1.3.48	function(g100125214,ec_3_1_3_48)
100125214	3.1.3.57	function(g100125214,ec_3_1_3_57)
100125214	3.4.21.-	function(g100125214,ec_3_4_21)
100125214	3.6.1.52	function(g100125214,ec_3_6_1_52)
100125214	3.6.1.61	function(g100125214,ec_3_6_1_61)
100125214	5.5.1.4	function(g100125214,ec_5_5_1_4)
100127685	1.13.99.1	function(g100127685,ec_1_13_99_1)
100127685	2.3.2.-	function(g100127685,ec_2_3_2)
100127685	2.7.1.134	function(g100127685,ec_2_7_1_134)
100127685	2.7.1.140	function(g100127685,ec_2_7_1_140)
100127685	2.7.1.151	function(g100127685,ec_2_7_1_151)
100127685	2.7.1.153	function(g100127685,ec_2_7_1_153)
100127685	2.7.1.158	function(g100127685,ec_2_7_1_158)
100127685	2.7.1.159	function(g100127685,ec_2_7_1_159)
100127685	2.7.4.-	function(g100127685,ec_2_7_4)
100127685	2.7.4.21	function(g100127685,ec_2_7_4_21)
100127685	2.7.4.24	function(g100127685,ec_2_7_4_24)
100127685	3.1.3.-	function(g100127685,ec_3_1_3)
100127685	3.1.3.16	function(g100127685,ec_3_1_3_16)
100127685	3.1.3.48	function(g100127685,ec_3_1_3_48)
100127685	3.1.3.56	function(g100127685,ec_3_1_3_56)
100127685	3.1.3.57	function(g100127685,ec_3_1_3_57)
100127685	3.1.3.62	function(g100127685,ec_3_1_3_62)
100127685	3.1.3.64	function(g100127685,ec_3_1_3_64)
100127685	3.1.3.66	function(g100127685,ec_3_1_3_66)
100127685	3.1.3.67	function(g100127685,ec_3_1_3_67)
100127685	3.1.3.80	function(g100127685,ec_3_1_3_80)
100127685	3.1.3.86	function(g100127685,ec_3_1_3_86)
100127685	3.4.21.-	function(g100127685,ec_3_4_21)
100127685	3.6.1.52	function(g100127685,ec_3_6_1_52)
100127685	3.6.1.61	function(g100127685,ec_3_6_1_61)
100127685	5.5.1.4	function(g100127685,ec_5_5_1_4)
10013	1.13.99.1	function(g10013,ec_1_13_99_1)
10013	2.3.2.-	function(g10013,ec_2_3_2)
10013	2.7.1.134	function(g10013,ec_2_7_1_134)
10013	2.7.1.140	function(g10013,ec_2_7_1_140)
10013	2.7.1.151	function(g10013,ec_2_7_1_151)
10013	2.7.1.153	function(g10013,ec_2_7_1_153)
10013	2.7.1.158	function(g10013,ec_2_7_1_158)
10013	2.7.1.159	function(g10013,ec_2_7_1_159)
10013	2.7.4.-	function(g10013,ec_2_7_4)
10013	2.7.4.21	function(g10013,ec_2_7_4_21)
10013	2.7.4.24	function(g10013,ec_2_7_4_24)
10013	3.1.3.-	function(g10013,ec_3_1_3)
10013	3.1.3.16	function(g10013,ec_3_1_3_16)
10013	3.1.3.36	function(g10013,ec_3_1_3_36)
10013	3.1.3.48	function(g10013,ec_3_1_3_48)
10013	3.1.3.56	function(g10013,ec_3_1_3_56)
10013	3.1.3.57	function(g10013,ec_3_1_3_57)
10013	3.1.3.62	function(g10013,ec_3_1_3_62)
10013	3.1.3.64	function(g10013,ec_3_1_3_64)
10013	3.1.3.66	function(g10013,ec_3_1_3_66)
10013	3.1.3.67	function(g10013,ec_3_1_3_67)
10013	3.1.3.80	function(g10013,ec_3_1_3_80)
10013	3.1.3.86	function(g10013,ec_3_1_3_86)
10013	3.4.21.-	function(g10013,ec_3_4_21)
10013	3.6.1.52	function(g10013,ec_3_6_1_52)
10013	3.6.1.61	function(g10013,ec_3_6_1_61)
10013	5.5.1.4	function(g10013,ec_5_5_1_4)
100144716	1.13.99.1	function(g100144716,ec_1_13_99_1)
100144716	2.3.2.-	function(g100144716,ec_2_3_2)
100144716	2.7.1.134	function(g100144716,ec_2_7_1_134)
100144716	2.7.1.140	function(g100144716,ec_2_7_1_140)
100144716	2.7.1.151	function(g100144716,ec_2_7_1_151)
100144716	2.7.1.153	function(g100144716,ec_2_7_1_153)
100144716	2.7.1.158	function(g100144716,ec_2_7_1_158)
100144716	2.7.1.159	function(g100144716,ec_2_7_1_159)
100144716	2.7.4.-	function(g100144716,ec_2_7_4)
100144716	2.7.4.21	function(g100144716,ec_2_7_4_21)
100144716	2.7.4.24	function(g100144716,ec_2_7_4_24)
100144716	3.1.3.-	function(g100144716,ec_3_1_3)
100144716	3.1.3.36	function(g100144716,ec_3_1_3_36)
100144716	3.1.3.56	function(g100144716,ec_3_1_3_56)
100144716	3.1.3.57	function(g100144716,ec_3_1_3_57)
100144716	3.1.3.62	function(g100144716,ec_3_1_3_62)
100144716	3.1.3.64	function(g100144716,ec_3_1_3_64)
100144716	3.1.3.66	function(g100144716,ec_3_1_3_66)
100144716	3.1.3.80	function(g100144716,ec_3_1_3_80)
100144716	3.1.3.86	function(g100144716,ec_3_1_3_86)
100144716	3.4.21.-	function(g100144716,ec_3_4_21)
100144716	3.6.1.52	function(g100144716,ec_3_6_1_52)
100144716	3.6.1.61	function(g100144716,ec_3_6_1_61)
100144716	5.5.1.4	function(g100144716,ec_5_5_1_4)
100144924	1.13.99.1	function(g100144924,ec_1_13_99_1)
100144924	2.3.2.-	function(g100144924,ec_2_3_2)
100144924	2.7.1.151	function(g100144924,ec_2_7_1_151)
100144924	2.7.4.-	function(g100144924,ec_2_7_4)
100144924	2.7.4.21	function(g100144924,ec_2_7_4_21)
100144924	2.7.4.24	function(g100144924,ec_2_7_4_24)
100144924	3.1.3.-	function(g100144924,ec_3_1_3)
100144924	3.1.3.16	function(g100144924,ec_3_1_3_16)
100144924	3.1.3.36	function(g100144924,ec_3_1_3_36)
100144924	3.1.3.48	function(g100144924,ec_3_1_3_48)
100144924	3.1.3.56	function(g100144924,ec_3_1_3_56)
100144924	3.1.3.57	function(g100144924,ec_3_1_3_57)
100144924	3.1.3.62	function(g100144924,ec_3_1_3_62)
100144924	3.1.3.64	function(g100144924,ec_3_1_3_64)
100144924	3.1.3.66	function(g100144924,ec_3_1_3_66)
100144924	3.1.3.67	function(g100144924,ec_3_1_3_67)
100144924	3.1.3.80	function(g100144924,ec_3_1_3_80)
100144924	3.1.3.86	function(g100144924,ec_3_1_3_86)
100144924	3.4.21.-	function(g100144924,ec_3_4_21)
100144924	3.6.1.52	function(g100144924,ec_3_6_1_52)
100144924	3.6.1.61	function(g100144924,ec_3_6_1_61)
100144924	5.5.1.4	function(g100144924,ec_5_5_1_4)
100144940	1.13.99.1	function(g100144940,ec_1_13_99_1)
100144940	2.3.2.-	function(g100144940,ec_2_3_2)
100144940	2.7.1.134	function(g100144940,ec_2_7_1_134)
100144940	2.7.1.140	function(g100144940,ec_2_7_1_140)
100144940	2.7.1.158	function(g100144940,ec_2_7_1_158)
100144940	2.7.1.159	function(g100144940,ec_2_7_1_159)
100144940	2.7.4.-	function(g100144940,ec_2_7_4)
100144940	2.7.4.21	function(g100144940,ec_2_7_4_21)
100144940	2.7.4.24	function(g100144940,ec_2_7_4_24)
100144940	3.1.3.-	function(g100144940,ec_3_1_3)
100144940	3.1.3.16	function(g100144940,ec_3_1_3_16)
100144940	3.1.3.36	function(g100144940,ec_3_1_3_36)
100144940	3.1.3.56	function(g100144940,ec_3_1_3_56)
100144940	3.1.3.62	function(g100144940,ec_3_1_3_62)
100144940	3.1.3.64	function(g100144940,ec_3_1_3_64)
100144940	3.1.3.67	function(g100144940,ec_3_1_3_67)
100144940	3.1.3.80	function(g100144940,ec_3_1_3_80)
100144940	3.1.3.86	function(g100144940,ec_3_1_3_86)
100144940	3.4.21.-	function(g100144940,ec_3_4_21)
100144940	3.6.1.52	function(g100144940,ec_3_6_1_52)
100144940	3.6.1.61	function(g100144940,ec_3_6_1_61)
100145794	1.13.99.1	function(g100145794,ec_1_13_99_1)
100145794	2.3.2.-	function(g100145794,ec_2_3_2)
100145794	2.7.1.134	function(g100145794,ec_2_7_1_134)
100145794	2.7.1.140	function(g100145794,ec_2_7_1_140)
100145794	2.7.1.151	function(g100145794,ec_2_7_1_151)
100145794	2.7.1.153	function(g100145794,ec_2_7_1_153)
100145794	2.7.1.158	function(g100145794,ec_2_7_1_158)
100145794	2.7.1.159	function(g100145794,ec_2_7_1_159)
100145794	2.7.4.-	function(g100145794,ec_2_7_4)
100145794	2.7.4.21	function(g100145794,ec_2_7_4_21)
100145794	2.7.4.24	function(g100145794,ec_2_7_4_24)
100145794	3.1.3.-	function(g100145794,ec_3_1_3)
100145794	3.1.3.16	function(g100145794,ec_3_1_3_16)
100145794	3.1.3.36	function(g100145794,ec_3_1_3_36)
100145794	3.1.3.48	function(g100145794,ec_3_1_3_48)
100145794	3.1.3.57	function(g100145794,ec_3_1_3_57)
100145794	3.1.3.62	function(g100145794,ec_3_1_3_62)
100145794	3.1.3.64	function(g100145794,ec_3_1_3_64)
100145794	3.1.3.66	function(g100145794,ec_3_1_3_66)
100145794	3.1.3.67	function(g100145794,ec_3_1_3_67)
100145794	3.1.3.80	function(g100145794,ec_3_1_3_80)
100145794	3.1.3.86	function(g100145794,ec_3_1_3_86)
100145794	3.4.21.-	function(g100145794,ec_3_4_21)
100145794	3.6.1.52	function(g100145794,ec_3_6_1_52)
100145794	3.6.1.61	function(g100145794,ec_3_6_1_61)
100145794	5.5.1.4	function(g100145794,ec_5_5_1_4)
100158513	1.13.99.1	function(g100158513,ec_1_13_99_1)
100158513	2.3.2.-	function(g100158513,ec_2_3_2)
100158513	2.7.1.134	function(g100158513,ec_2_7_1_134)
100158513	2.7.1.140	function(g100158513,ec_2_7_1_140)
100158513	2.7.1.151	function(g100158513,ec_2_7_1_151)
100158513	2.7.1.153	function(g100158513,ec_2_7_1_153)
100158513	2.7.1.158	function(g100158513,ec_2_7_1_158)
100158513	2.7.1.159	function(g100158513,ec_2_7_1_159)
100158513	2.7.4.-	function(g100158513,ec_2_7_4)
100158513	2.7.4.21	function(g100158513,ec_2_7_4_21)
100158513	2.7.4.24	function(g100158513,ec_2_7_4_24)
100158513	3.1.3.-	function(g100158513,ec_3_1_3)
100158513	3.1.3.16	function(g100158513,ec_3_1_3_16)
100158513	3.1.3.36	function(g100158513,ec_3_1_3_36)
100158513	3.1.3.56	function(g100158513,ec_3_1_3_56)
100158513	3.1.3.57	function(g100158513,ec_3_1_3_57)
100158513	3.1.3.62	function(g100158513,ec_3_1_3_62)
100158513	3.1.3.64	function(g100158513,ec_3_1_3_64)
100158513	3.1.3.66	function(g100158513,ec_3_1_3_66)
100158513	3.1.3.67	function(g100158513,ec_3_1_3_67)
100158513	3.1.3.80	function(g100158513,ec_3_1_3_80)
100158513	3.1.3.86	function(g100158513,ec_3_1_3_86)
100158513	3.4.21.-	function(g100158513,ec_3_4_21)
100158513	3.6.1.52	function(g100158513,ec_3_6_1_52)
100158513	3.6.1.61	function(g100158513,ec_3_6_1_61)
100158513	5.5.1.4	function(g100158513,ec_5_5_1_4)
100216051	1.13.99.1	function(g100216051,ec_1_13_99_1)
100216051	2.3.2.-	function(g100216051,ec_2_3_2)
100216051	2.7.1.134	function(g100216051,ec_2_7_1_134)
100216051	2.7.1.140	function(g100216051,ec_2_7_1_140)
100216051	2.7.1.151	function(g100216051,ec_2_7_1_151)
100216051	2.7.1.153	function(g100216051,ec_2_7_1_153)
100216051	2.7.1.158	function(g100216051,ec_2_7_1_158)
100216051	2.7.1.159	function(g100216051,ec_2_7_1_159)
100216051	2.7.4.-	function(g100216051,ec_2_7_4)
100216051	2.7.4.21	function(g100216051,ec_2_7_4_21)
100216051	2.7.4.24	function(g100216051,ec_2_7_4_24)
100216051	3.1.3.-	function(g100216051,ec_3_1_3)
100216051	3.1.3.16	function(g100216051,ec_3_1_3_16)
100216051	3.1.3.48	function(g100216051,ec_3_1_3_48)
100216051	3.1.3.56	function(g100216051,ec_3_1_3_56)
100216051	3.1.3.57	function(g100216051,ec_3_1_3_57)
100216051	3.1.3.62	function(g100216051,ec_3_1_3_62)
100216051	3.1.3.64	function(g100216051,ec_3_1_3_64)
100216051	3.1.3.66	function(g100216051,ec_3_1_3_66)
100216051	3.1.3.67	function(g100216051,ec_3_1_3_67)
100216051	3.1.3.80	function(g100216051,ec_3_1_3_80)
100216051	3.1.3.86	function(g100216051,ec_3_1_3_86)
100216051	3.4.21.-	function(g100216051,ec_3_4_21)
100216051	3.6.1.52	function(g100216051,ec_3_6_1_52)
100216051	3.6.1.61	function(g100216051,ec_3_6_1_61)
100216051	5.5.1.4	function(g100216051,ec_5_5_1_4)
100486470	1.13.99.1	function(g100486470,ec_1_13_99_1)
100486470	2.3.2.-	function(g100486470,ec_2_3_2)
100486470	2.7.1.134	function(g100486470,ec_2_7_1_134)
100486470	2.7.1.140	function(g100486470,ec_2_7_1_140)
100486470	2.7.1.151	function(g100486470,ec_2_7_1_151)
100486470	2.7.1.153	function(g100486470,ec_2_7_1_153)
100486470	2.7.1.158	function(g100486470,ec_2_7_1_158)
100486470	2.7.1.159	function(g100486470,ec_2_7_1_159)
100486470	2.7.4.-	function(g100486470,ec_2_7_4)
100486470	2.7.4.21	function(g100486470,ec_2_7_4_21)
100486470	2.7.4.24	function(g100486470,ec_2_7_4_24)
100486470	3.1.3.-	function(g100486470,ec_3_1_3)
100486470	3.1.3.16	function(g100486470,ec_3_1_3_16)
100486470	3.1.3.48	function(g100486470,ec_3_1_3_48)
100486470	3.1.3.56	function(g100486470,ec_3_1_3_56)
100486470	3.4.21.-	function(g100486470,ec_3_4_21)
100486470	3.6.1.52	function(g100486470,ec_3_6_1_52)
100486470	3.6.1.61	function(g100486470,ec_3_6_1_61)
100486470	5.5.1.4	function(g100486470,ec_5_5_1_4)
100487517	1.13.99.1	function(g100487517,ec_1_13_99_1)
100487517	2.3.2.-	function(g100487517,ec_2_3_2)
100487517	2.7.1.134	function(g100487517,ec_2_7_1_134)
100487517	2.7.1.140	function(g100487517,ec_2_7_1_140)
100487517	2.7.1.151	function(g100487517,ec_2_7_1_151)
100487517	2.7.1.153	function(g100487517,ec_2_7_1_153)
100487517	2.7.1.158	function(g100487517,ec_2_7_1_158)
100487517	2.7.1.159	function(g100487517,ec_2_7_1_159)
100487517	2.7.4.-	function(g100487517,ec_2_7_4)
100487517	2.7.4.21	function(g100487517,ec_2_7_4_21)
100487517	2.7.4.24	function(g100487517,ec_2_7_4_24)
100487517	3.1.3.-	function(g100487517,ec_3_1_3)
100487517	3.1.3.16	function(g100487517,ec_3_1_3_16)
100487517	3.1.3.48	function(g100487517,ec_3_1_3_48)
100487517	3.1.3.56	function(g100487517,ec_3_1_3_56)
100487517	3.1.3.57	function(g100487517,ec_3_1_3_57)
100487517	3.1.3.62	function(g100487517,ec_3_1_3_62)
100487517	3.1.3.64	function(g100487517,ec_3_1_3_64)
100487517	3.1.3.66	function(g100487517,ec_3_1_3_66)
100487517	3.1.3.67	function(g100487517,ec_3_1_3_67)
100487517	3.1.3.80	function(g100487517,ec_3_1_3_80)
100487517	3.1.3.86	function(g100487517,ec_3_1_3_86)
100487517	3.4.21.-	function(g100487517,ec_3_4_21)
100487517	3.6.1.52	function(g100487517,ec_3_6_1_52)
100487517	3.6.1.61	function(g100487517,ec_3_6_1_61)
100487517	5.5.1.4	function(g100487517,ec_5_5_1_4)
100488448	1.13.99.1	function(g100488448,ec_1_13_99_1)
100488448	2.3.2.-	function(g100488448,ec_2_3_2)
100488448	2.7.1.134	function(g100488448,ec_2_7_1_134)
100488448	2.7.1.140	function(g100488448,ec_2_7_1_140)
100488448	2.7.1.151	function(g100488448,ec_2_7_1_151)
100488448	2.7.1.153	function(g100488448,ec_2_7_1_153)
100488448	2.7.1.158	function(g100488448,ec_2_7_1_158)
100488448	2.7.1.159	function(g100488448,ec_2_7_1_159)
100488448	2.7.4.-	function(g100488448,ec_2_7_4)
100488448	2.7.4.21	function(g100488448,ec_2_7_4_21)
100488448	2.7.4.24	function(g100488448,ec_2_7_4_24)
100488448	3.1.3.-	function(g100488448,ec_3_1_3)
100488448	3.1.3.16	function(g100488448,ec_3_1_3_16)
100488448	3.1.3.57	function(g100488448,ec_3_1_3_57)
100488448	3.1.3.62	function(g100488448,ec_3_1_3_62)
100488448	3.1.3.64	function(g100488448,ec_3_1_3_64)
100488448	3.1.3.66	function(g100488448,ec_3_1_3_66)
100488448	3.1.3.67	function(g100488448,ec_3_1_3_67)
100488448	3.4.21.-	function(g100488448,ec_3_4_21)
100488448	3.6.1.52	function(g100488448,ec_3_6_1_52)
100488448	3.6.1.61	function(g100488448,ec_3_6_1_61)
100488448	5.5.1.4	function(g100488448,ec_5_5_1_4)
100493388	1.13.99.1	function(g100493388,ec_1_13_99_1)
100493388	2.3.2.-	function(g100493388,ec_2_3_2)
100493388	2.7.1.134	function(g100493388,ec_2_7_1_134)
100493388	2.7.1.140	function(g100493388,ec_2_7_1_140)
100493388	2.7.1.151	function(g100493388,ec_2_7_1_151)
100493388	2.7.1.153	function(g100493388,ec_2_7_1_153)
100493388	2.7.1.158	function(g100493388,ec_2_7_1_158)
100493388	2.7.1.159	function(g100493388,ec_2_7_1_159)
100493388	2.7.4.-	function(g100493388,ec_2_7_4)
100493388	2.7.4.21	function(g100493388,ec_2_7_4_21)
100493388	2.7.4.24	function(g100493388,ec_2_7_4_24)
100493388	3.1.3.-	function(g100493388,ec_3_1_3)
100493388	3.1.3.36	function(g100493388,ec_3_1_3_36)
100493388	3.1.3.56	function(g100493388,ec_3_1_3_56)
100493388	3.1.3.57	function(g100493388,ec_3_1_3_57)
100493388	3.1.3.62	function(g100493388,ec_3_1_3_62)
100493388	3.1.3.64	function(g100493388,ec_3_1_3_64)
100493388	3.1.3.66	function(g100493388,ec_3_1_3_66)
100493388	3.1.3.67	function(g100493388,ec_3_1_3_67)
100493388	3.1.3.80	function(g100493388,ec_3_1_3_80)
100493388	3.1.3.86	function(g100493388,ec_3_1_3_86)
100493388	3.4.21.-	function(g100493388,ec_3_4_21)
100493388	3.6.1.52	function(g100493388,ec_3_6_1_52)
100493388	3.6.1.61	function(g100493388,ec_3_6_1_61)
100493388	5.5.1.4	function(g100493388,ec_5_5_1_4)
100497120	1.13.99.1	function(g100497120,ec_1_13_99_1)
100497120	2.3.2.-	function(g100497120,ec_2_3_2)
100497120	2.7.1.134	function(g100497120,ec_2_7_1_134)
100497120	2.7.1.140	function(g100497120,ec_2_7_1_140)
100497120	2.7.1.151	function(g100497120,ec_2_7_1_151)
100497120	2.7.1.153	function(g100497120,ec_2_7_1_153)
100497120	2.7.1.158	function(g100497120,ec_2_7_1_158)
100497120	2.7.1.159	function(g100497120,ec_2_7_1_159)
100497120	2.7.4.-	function(g100497120,ec_2_7_4)
100497120	2.7.4.21	function(g100497120,ec_2_7_4_21)
100497120	2.7.4.24	function(g100497120,ec_2_7_4_24)
100497120	3.1.3.-	function(g100497120,ec_3_1_3)
100497120	3.1.3.48	function(g100497120,ec_3_1_3_48)
100497120	3.1.3.56	function(g100497120,ec_3_1_3_56)
100497120	3.1.3.57	function(g100497120,ec_3_1_3_57)
100497120	3.1.3.62	function(g100497120,ec_3_1_3_62)
100497120	3.1.3.64	function(g100497120,ec_3_1_3_64)
100497120	3.1.3.66	function(g100497120,ec_3_1_3_66)
100497120	3.1.3.86	function(g100497120,ec_3_1_3_86)
100497120	3.4.21.-	function(g100497120,ec_3_4_21)
100497120	3.6.1.52	function(g100497120,ec_3_6_1_52)
100497120	3.6.1.61	function(g100497120,ec_3_6_1_61)
100497120	5.5.1.4	function(g100497120,ec_5_5_1_4)
100497417	1.13.99.1	function(g100497417,ec_1_13_99_1)
100497417	2.3.2.-	function(g100497417,ec_2_3_2)
100497417	2.7.1.134	function(g100497417,ec_2_7_1_134)
100497417	2.7.1.140	function(g100497417,ec_2_7_1_140)
100497417	2.7.1.151	function(g100497417,ec_2_7_1_151)
100497417	2.7.1.153	function(g100497417,ec_2_7_1_153)
100497417	2.7.1.158	function(g100497417,ec_2_7_1_158)
100497417	2.7.1.159	function(g100497417,ec_2_7_1_159)
100497417	2.7.4.-	function(g100497417,ec_2_7_4)
100497417	2.7.4.21	function(g100497417,ec_2_7_4_21)
100497417	2.7.4.24	function(g100497417,ec_2_7_4_24)
100497417	3.1.3.-	function(g100497417,ec_3_1_3)
100497417	3.1.3.16	function(g100497417,ec_3_1_3_16)
100497417	3.1.3.36	function(g100497417,ec_3_1_3_36)
100497417	3.1.3.48	function(g100497417,ec_3_1_3_48)
100497417	3.1.3.56	function(g100497417,ec_3_1_3_56)
100497417	3.1.3.57	function(g100497417,ec_3_1_3_57)
100497417	3.1.3.62	function(g100497417,ec_3_1_3_62)
100497417	3.1.3.64	function(g100497417,ec_3_1_3_64)
100497417	3.1.3.66	function(g100497417,ec_3_1_3_66)
100497417	3.1.3.67	function(g100497417,ec_3_1_3_67)
100497417	3.1.3.80	function(g100497417,ec_3_1_3_80)
100497417	3.4.21.-	function(g100497417,ec_3_4_21)
100497417	3.6.1.52	function(g100497417,ec_3_6_1_52)
100497417	3.6.1.61	function(g100497417,ec_3_6_1_61)
100497417	5.5.1.4	function(g100497417,ec_5_5_1_4)
10054	1.13.99.1	function(g10054,ec_1_13_99_1)
10054	2.3.2.-	function(g10054,ec_2_3_2)
10054	2.7.1.134	function(g10054,ec_2_7_1_134)
10054	2.7.1.140	function(g10054,ec_2_7_1_140)
10054	2.7.1.151	function(g10054,ec_2_7_1_151)
10054	2.7.1.153	function(g10054,ec_2_7_1_153)
10054	2.7.1.158	function(g10054,ec_2_7_1_158)
10054	2.7.1.159	function(g10054,ec_2_7_1_159)
10054	2.7.4.-	function(g10054,ec_2_7_4)
10054	2.7.4.21	function(g10054,ec_2_7_4_21)
10054	2.7.4.24	function(g10054,ec_2_7_4_24)
10054	3.1.3.-	function(g10054,ec_3_1_3)
10054	3.1.3.16	function(g10054,ec_3_1_3_16)
10054	3.1.3.36	function(g10054,ec_3_1_3_36)
10054	3.1.3.48	function(g10054,ec_3_1_3_48)
10054	3.1.3.56	function(g10054,ec_3_1_3_56)
10054	3.1.3.57	function(g10054,ec_3_1_3_57)
10054	3.1.3.62	function(g10054,ec_3_1_3_62)
10054	3.1.3.64	function(g10054,ec_3_1_3_64)
10054	3.1.3.66	function(g10054,ec_3_1_3_66)
10054	3.1.3.67	function(g10054,ec_3_1_3_67)
10054	3.1.3.80	function(g10054,ec_3_1_3_80)
10054	3.1.3.86	function(g10054,ec_3_1_3_86)
10054	3.4.21.-	function(g10054,ec_3_4_21)
10054	3.6.1.52	function(g10054,ec_3_6_1_52)
10054	3.6.1.61	function(g10054,ec_3_6_1_61)
10054	5.5.1.4	function(g10054,ec_5_5_1_4)
101730699	1.13.99.1	function(g101730699,ec_1_13_99_1)
101730699	2.3.2.-	function(g101730699,ec_2_3_2)
101730699	2.7.1.134	function(g101730699,ec_2_7_1_134)
101730699	2.7.1.140	function(g101730699,ec_2_7_1_140)
101730699	2.7.1.151	function(g101730699,ec_2_7_1_151)
101730699	2.7.1.153	function(g101730699,ec_2_7_1_153)
101730699	2.7.1.158	function(g101730699,ec_2_7_1_158)
101730699	2.7.1.159	function(g101730699,ec_2_7_1_159)
101730699	2.7.4.-	function(g101730699,ec_2_7_4)
