fixed_gene	fixed_enzyme	ground_relation
511010	3.1.3.67	function(g511010,ec_3_1_3_67)
511010	3.1.3.80	function(g511010,ec_3_1_3_80)
511010	3.4.21.-	function(g511010,ec_3_4_21)
511010	3.6.1.52	function(g511010,ec_3_6_1_52)
511010	3.6.1.61	function(g511010,ec_3_6_1_61)
511010	5.5.1.4	function(g511010,ec_5_5_1_4)
511058	1.13.99.1	function(g511058,ec_1_13_99_1)
511058	2.3.2.-	function(g511058,ec_2_3_2)
511058	2.7.1.134	function(g511058,ec_2_7_1_134)
511058	2.7.1.140	function(g511058,ec_2_7_1_140)
511058	2.7.1.151	function(g511058,ec_2_7_1_151)
511058	2.7.1.153	function(g511058,ec_2_7_1_153)
511058	2.7.1.158	function(g511058,ec_2_7_1_158)
511058	2.7.1.159	function(g511058,ec_2_7_1_159)
511058	2.7.4.-	function(g511058,ec_2_7_4)
511058	2.7.4.21	function(g511058,ec_2_7_4_21)
511058	2.7.4.24	function(g511058,ec_2_7_4_24)
511058	3.1.3.-	function(g511058,ec_3_1_3)
511058	3.1.3.36	function(g511058,ec_3_1_3_36)
511058	3.1.3.48	function(g511058,ec_3_1_3_48)
511058	3.1.3.56	function(g511058,ec_3_1_3_56)
511058	3.1.3.57	function(g511058,ec_3_1_3_57)
511058	3.1.3.62	function(g511058,ec_3_1_3_62)
511058	3.1.3.64	function(g511058,ec_3_1_3_64)
511058	3.1.3.66	function(g511058,ec_3_1_3_66)
511058	3.1.3.67	function(g511058,ec_3_1_3_67)
511058	3.1.3.80	function(g511058,ec_3_1_3_80)
511058	3.1.3.86	function(g511058,ec_3_1_3_86)
511058	3.4.21.-	function(g511058,ec_3_4_21)
511058	3.6.1.52	function(g511058,ec_3_6_1_52)
511058	3.6.1.61	function(g511058,ec_3_6_1_61)
511058	5.5.1.4	function(g511058,ec_5_5_1_4)
51191	1.13.99.1	function(g51191,ec_1_13_99_1)
51191	2.3.2.-	function(g51191,ec_2_3_2)
51191	2.7.1.134	function(g51191,ec_2_7_1_134)
51191	2.7.1.140	function(g51191,ec_2_7_1_140)
51191	2.7.1.151	function(g51191,ec_2_7_1_151)
51191	2.7.1.153	function(g51191,ec_2_7_1_153)
51191	2.7.1.158	function(g51191,ec_2_7_1_158)
51191	2.7.1.159	function(g51191,ec_2_7_1_159)
51191	2.7.4.-	function(g51191,ec_2_7_4)
51191	2.7.4.21	function(g51191,ec_2_7_4_21)
51191	2.7.4.24	function(g51191,ec_2_7_4_24)
51191	3.1.3.-	function(g51191,ec_3_1_3)
51191	3.1.3.16	function(g51191,ec_3_1_3_16)
51191	3.1.3.36	function(g51191,ec_3_1_3_36)
51191	3.1.3.48	function(g51191,ec_3_1_3_48)
51191	3.1.3.56	function(g51191,ec_3_1_3_56)
51191	3.1.3.57	function(g51191,ec_3_1_3_57)
51191	3.1.3.62	function(g51191,ec_3_1_3_62)
51191	3.1.3.64	function(g51191,ec_3_1_3_64)
51191	3.1.3.66	function(g51191,ec_3_1_3_66)
51191	3.1.3.67	function(g51191,ec_3_1_3_67)
51191	3.1.3.80	function(g51191,ec_3_1_3_80)
51191	3.1.3.86	function(g51191,ec_3_1_3_86)
51191	3.4.21.-	function(g51191,ec_3_4_21)
51191	3.6.1.52	function(g51191,ec_3_6_1_52)
51191	3.6.1.61	function(g51191,ec_3_6_1_61)
51191	5.5.1.4	function(g51191,ec_5_5_1_4)
51447	1.13.99.1	function(g51447,ec_1_13_99_1)
51447	2.3.2.-	function(g51447,ec_2_3_2)
51447	2.7.1.134	function(g51447,ec_2_7_1_134)
51447	2.7.1.140	function(g51447,ec_2_7_1_140)
51447	2.7.1.151	function(g51447,ec_2_7_1_151)
51447	2.7.1.153	function(g51447,ec_2_7_1_153)
51447	2.7.1.158	function(g51447,ec_2_7_1_158)
51447	2.7.1.159	function(g51447,ec_2_7_1_159)
51447	2.7.4.-	function(g51447,ec_2_7_4)
51447	2.7.4.21	function(g51447,ec_2_7_4_21)
51447	2.7.4.24	function(g51447,ec_2_7_4_24)
51447	3.1.3.-	function(g51447,ec_3_1_3)
51447	3.1.3.16	function(g51447,ec_3_1_3_16)
51447	3.1.3.36	function(g51447,ec_3_1_3_36)
51447	3.1.3.48	function(g51447,ec_3_1_3_48)
51447	3.1.3.56	function(g51447,ec_3_1_3_56)
51447	3.1.3.57	function(g51447,ec_3_1_3_57)
51447	3.1.3.62	function(g51447,ec_3_1_3_62)
51447	3.1.3.64	function(g51447,ec_3_1_3_64)
51447	3.1.3.66	function(g51447,ec_3_1_3_66)
51447	3.1.3.67	function(g51447,ec_3_1_3_67)
51447	3.1.3.80	function(g51447,ec_3_1_3_80)
51447	3.1.3.86	function(g51447,ec_3_1_3_86)
51447	3.4.21.-	function(g51447,ec_3_4_21)
51447	3.6.1.52	function(g51447,ec_3_6_1_52)
51447	3.6.1.61	function(g51447,ec_3_6_1_61)
51447	5.5.1.4	function(g51447,ec_5_5_1_4)
51477	1.13.99.1	function(g51477,ec_1_13_99_1)
51477	2.3.2.-	function(g51477,ec_2_3_2)
51477	2.7.1.134	function(g51477,ec_2_7_1_134)
51477	2.7.1.140	function(g51477,ec_2_7_1_140)
51477	2.7.1.151	function(g51477,ec_2_7_1_151)
51477	2.7.1.158	function(g51477,ec_2_7_1_158)
51477	2.7.4.-	function(g51477,ec_2_7_4)
51477	2.7.4.21	function(g51477,ec_2_7_4_21)
51477	2.7.4.24	function(g51477,ec_2_7_4_24)
51477	3.1.3.-	function(g51477,ec_3_1_3)
51477	3.1.3.36	function(g51477,ec_3_1_3_36)
51477	3.1.3.48	function(g51477,ec_3_1_3_48)
51477	3.1.3.56	function(g51477,ec_3_1_3_56)
51477	3.1.3.57	function(g51477,ec_3_1_3_57)
51477	3.1.3.62	function(g51477,ec_3_1_3_62)
51477	3.1.3.64	function(g51477,ec_3_1_3_64)
51477	3.1.3.67	function(g51477,ec_3_1_3_67)
51477	3.1.3.80	function(g51477,ec_3_1_3_80)
51477	3.4.21.-	function(g51477,ec_3_4_21)
51477	3.6.1.52	function(g51477,ec_3_6_1_52)
51477	3.6.1.61	function(g51477,ec_3_6_1_61)
515310	1.13.99.1	function(g515310,ec_1_13_99_1)
515310	2.3.2.-	function(g515310,ec_2_3_2)
515310	2.7.1.134	function(g515310,ec_2_7_1_134)
515310	2.7.1.140	function(g515310,ec_2_7_1_140)
515310	2.7.1.151	function(g515310,ec_2_7_1_151)
515310	2.7.1.153	function(g515310,ec_2_7_1_153)
515310	2.7.1.158	function(g515310,ec_2_7_1_158)
515310	2.7.1.159	function(g515310,ec_2_7_1_159)
515310	2.7.4.-	function(g515310,ec_2_7_4)
515310	2.7.4.21	function(g515310,ec_2_7_4_21)
515310	2.7.4.24	function(g515310,ec_2_7_4_24)
515310	3.1.3.-	function(g515310,ec_3_1_3)
515310	3.1.3.36	function(g515310,ec_3_1_3_36)
515310	3.1.3.56	function(g515310,ec_3_1_3_56)
515310	3.1.3.57	function(g515310,ec_3_1_3_57)
515310	3.1.3.62	function(g515310,ec_3_1_3_62)
515310	3.1.3.64	function(g515310,ec_3_1_3_64)
515310	3.1.3.66	function(g515310,ec_3_1_3_66)
515310	3.1.3.67	function(g515310,ec_3_1_3_67)
515310	3.1.3.80	function(g515310,ec_3_1_3_80)
515310	3.1.3.86	function(g515310,ec_3_1_3_86)
515310	3.4.21.-	function(g515310,ec_3_4_21)
515310	3.6.1.52	function(g515310,ec_3_6_1_52)
515310	3.6.1.61	function(g515310,ec_3_6_1_61)
515310	5.5.1.4	function(g515310,ec_5_5_1_4)
51763	1.13.99.1	function(g51763,ec_1_13_99_1)
51763	2.3.2.-	function(g51763,ec_2_3_2)
51763	2.7.1.134	function(g51763,ec_2_7_1_134)
51763	2.7.1.140	function(g51763,ec_2_7_1_140)
51763	2.7.1.151	function(g51763,ec_2_7_1_151)
51763	2.7.1.153	function(g51763,ec_2_7_1_153)
51763	2.7.1.158	function(g51763,ec_2_7_1_158)
51763	2.7.1.159	function(g51763,ec_2_7_1_159)
51763	2.7.4.-	function(g51763,ec_2_7_4)
51763	2.7.4.21	function(g51763,ec_2_7_4_21)
51763	2.7.4.24	function(g51763,ec_2_7_4_24)
51763	3.1.3.-	function(g51763,ec_3_1_3)
51763	3.1.3.16	function(g51763,ec_3_1_3_16)
51763	3.1.3.48	function(g51763,ec_3_1_3_48)
51763	3.1.3.57	function(g51763,ec_3_1_3_57)
51763	3.1.3.62	function(g51763,ec_3_1_3_62)
51763	3.1.3.64	function(g51763,ec_3_1_3_64)
51763	3.1.3.66	function(g51763,ec_3_1_3_66)
51763	3.1.3.67	function(g51763,ec_3_1_3_67)
51763	3.1.3.80	function(g51763,ec_3_1_3_80)
51763	3.4.21.-	function(g51763,ec_3_4_21)
51763	3.6.1.52	function(g51763,ec_3_6_1_52)
51763	3.6.1.61	function(g51763,ec_3_6_1_61)
51763	5.5.1.4	function(g51763,ec_5_5_1_4)
518435	1.13.99.1	function(g518435,ec_1_13_99_1)
518435	2.3.2.-	function(g518435,ec_2_3_2)
518435	2.7.1.134	function(g518435,ec_2_7_1_134)
518435	2.7.1.140	function(g518435,ec_2_7_1_140)
518435	2.7.1.151	function(g518435,ec_2_7_1_151)
518435	2.7.1.153	function(g518435,ec_2_7_1_153)
518435	2.7.1.158	function(g518435,ec_2_7_1_158)
518435	2.7.1.159	function(g518435,ec_2_7_1_159)
518435	2.7.4.-	function(g518435,ec_2_7_4)
518435	2.7.4.21	function(g518435,ec_2_7_4_21)
518435	2.7.4.24	function(g518435,ec_2_7_4_24)
518435	3.1.3.-	function(g518435,ec_3_1_3)
518435	3.1.3.16	function(g518435,ec_3_1_3_16)
518435	3.1.3.48	function(g518435,ec_3_1_3_48)
518435	3.1.3.57	function(g518435,ec_3_1_3_57)
518435	3.1.3.64	function(g518435,ec_3_1_3_64)
518435	3.1.3.67	function(g518435,ec_3_1_3_67)
518435	3.1.3.80	function(g518435,ec_3_1_3_80)
518435	3.4.21.-	function(g518435,ec_3_4_21)
518435	3.6.1.52	function(g518435,ec_3_6_1_52)
518435	3.6.1.61	function(g518435,ec_3_6_1_61)
518435	5.5.1.4	function(g518435,ec_5_5_1_4)
518488	1.13.99.1	function(g518488,ec_1_13_99_1)
518488	2.3.2.-	function(g518488,ec_2_3_2)
518488	2.7.1.140	function(g518488,ec_2_7_1_140)
518488	2.7.1.151	function(g518488,ec_2_7_1_151)
518488	2.7.1.153	function(g518488,ec_2_7_1_153)
518488	2.7.1.158	function(g518488,ec_2_7_1_158)
518488	2.7.4.-	function(g518488,ec_2_7_4)
518488	2.7.4.21	function(g518488,ec_2_7_4_21)
518488	2.7.4.24	function(g518488,ec_2_7_4_24)
518488	3.1.3.-	function(g518488,ec_3_1_3)
518488	3.1.3.16	function(g518488,ec_3_1_3_16)
518488	3.1.3.36	function(g518488,ec_3_1_3_36)
518488	3.1.3.48	function(g518488,ec_3_1_3_48)
518488	3.1.3.56	function(g518488,ec_3_1_3_56)
518488	3.1.3.57	function(g518488,ec_3_1_3_57)
518488	3.1.3.62	function(g518488,ec_3_1_3_62)
518488	3.1.3.64	function(g518488,ec_3_1_3_64)
518488	3.1.3.66	function(g518488,ec_3_1_3_66)
518488	3.1.3.67	function(g518488,ec_3_1_3_67)
518488	3.1.3.80	function(g518488,ec_3_1_3_80)
518488	3.1.3.86	function(g518488,ec_3_1_3_86)
518488	3.4.21.-	function(g518488,ec_3_4_21)
518488	3.6.1.52	function(g518488,ec_3_6_1_52)
518488	3.6.1.61	function(g518488,ec_3_6_1_61)
518488	5.5.1.4	function(g518488,ec_5_5_1_4)
520188	1.13.99.1	function(g520188,ec_1_13_99_1)
520188	2.3.2.-	function(g520188,ec_2_3_2)
520188	2.7.1.134	function(g520188,ec_2_7_1_134)
520188	2.7.1.140	function(g520188,ec_2_7_1_140)
520188	2.7.1.151	function(g520188,ec_2_7_1_151)
520188	2.7.1.153	function(g520188,ec_2_7_1_153)
520188	2.7.1.158	function(g520188,ec_2_7_1_158)
520188	2.7.1.159	function(g520188,ec_2_7_1_159)
520188	2.7.4.-	function(g520188,ec_2_7_4)
520188	2.7.4.21	function(g520188,ec_2_7_4_21)
520188	2.7.4.24	function(g520188,ec_2_7_4_24)
520188	3.1.3.-	function(g520188,ec_3_1_3)
520188	3.1.3.16	function(g520188,ec_3_1_3_16)
520188	3.1.3.56	function(g520188,ec_3_1_3_56)
520188	3.1.3.57	function(g520188,ec_3_1_3_57)
520188	3.1.3.62	function(g520188,ec_3_1_3_62)
520188	3.1.3.64	function(g520188,ec_3_1_3_64)
520188	3.1.3.66	function(g520188,ec_3_1_3_66)
520188	3.1.3.80	function(g520188,ec_3_1_3_80)
520188	3.4.21.-	function(g520188,ec_3_4_21)
520188	3.6.1.52	function(g520188,ec_3_6_1_52)
520188	3.6.1.61	function(g520188,ec_3_6_1_61)
520188	5.5.1.4	function(g520188,ec_5_5_1_4)
520428	1.13.99.1	function(g520428,ec_1_13_99_1)
520428	2.3.2.-	function(g520428,ec_2_3_2)
520428	2.7.1.134	function(g520428,ec_2_7_1_134)
520428	2.7.1.140	function(g520428,ec_2_7_1_140)
520428	2.7.1.151	function(g520428,ec_2_7_1_151)
520428	2.7.1.153	function(g520428,ec_2_7_1_153)
520428	2.7.1.158	function(g520428,ec_2_7_1_158)
520428	2.7.1.159	function(g520428,ec_2_7_1_159)
520428	2.7.4.-	function(g520428,ec_2_7_4)
520428	2.7.4.21	function(g520428,ec_2_7_4_21)
520428	2.7.4.24	function(g520428,ec_2_7_4_24)
520428	3.1.3.-	function(g520428,ec_3_1_3)
520428	3.1.3.16	function(g520428,ec_3_1_3_16)
520428	3.1.3.36	function(g520428,ec_3_1_3_36)
520428	3.1.3.57	function(g520428,ec_3_1_3_57)
520428	3.1.3.67	function(g520428,ec_3_1_3_67)
520428	3.1.3.80	function(g520428,ec_3_1_3_80)
520428	3.1.3.86	function(g520428,ec_3_1_3_86)
520428	3.4.21.-	function(g520428,ec_3_4_21)
520428	3.6.1.52	function(g520428,ec_3_6_1_52)
520428	3.6.1.61	function(g520428,ec_3_6_1_61)
520428	5.5.1.4	function(g520428,ec_5_5_1_4)
5286	1.13.99.1	function(g5286,ec_1_13_99_1)
5286	2.3.2.-	function(g5286,ec_2_3_2)
5286	2.7.1.140	function(g5286,ec_2_7_1_140)
5286	2.7.1.158	function(g5286,ec_2_7_1_158)
5286	2.7.4.-	function(g5286,ec_2_7_4)
5286	2.7.4.24	function(g5286,ec_2_7_4_24)
5286	3.1.3.-	function(g5286,ec_3_1_3)
5286	3.1.3.16	function(g5286,ec_3_1_3_16)
5286	3.1.3.36	function(g5286,ec_3_1_3_36)
5286	3.1.3.48	function(g5286,ec_3_1_3_48)
5286	3.1.3.56	function(g5286,ec_3_1_3_56)
5286	3.1.3.57	function(g5286,ec_3_1_3_57)
5286	3.1.3.62	function(g5286,ec_3_1_3_62)
5286	3.1.3.64	function(g5286,ec_3_1_3_64)
5286	3.1.3.66	function(g5286,ec_3_1_3_66)
5286	3.1.3.67	function(g5286,ec_3_1_3_67)
5286	3.1.3.80	function(g5286,ec_3_1_3_80)
5286	3.1.3.86	function(g5286,ec_3_1_3_86)
5286	3.4.21.-	function(g5286,ec_3_4_21)
5286	3.6.1.52	function(g5286,ec_3_6_1_52)
5286	3.6.1.61	function(g5286,ec_3_6_1_61)
5286	5.5.1.4	function(g5286,ec_5_5_1_4)
5290	1.13.99.1	function(g5290,ec_1_13_99_1)
5290	2.3.2.-	function(g5290,ec_2_3_2)
5290	2.7.1.134	function(g5290,ec_2_7_1_134)
5290	2.7.1.140	function(g5290,ec_2_7_1_140)
5290	2.7.1.151	function(g5290,ec_2_7_1_151)
5290	2.7.1.158	function(g5290,ec_2_7_1_158)
5290	2.7.1.159	function(g5290,ec_2_7_1_159)
5290	2.7.4.-	function(g5290,ec_2_7_4)
5290	2.7.4.21	function(g5290,ec_2_7_4_21)
5290	2.7.4.24	function(g5290,ec_2_7_4_24)
5290	3.1.3.-	function(g5290,ec_3_1_3)
5290	3.1.3.16	function(g5290,ec_3_1_3_16)
5290	3.1.3.36	function(g5290,ec_3_1_3_36)
5290	3.1.3.48	function(g5290,ec_3_1_3_48)
5290	3.1.3.56	function(g5290,ec_3_1_3_56)
5290	3.1.3.57	function(g5290,ec_3_1_3_57)
5290	3.1.3.62	function(g5290,ec_3_1_3_62)
5290	3.1.3.64	function(g5290,ec_3_1_3_64)
5290	3.1.3.66	function(g5290,ec_3_1_3_66)
5290	3.1.3.67	function(g5290,ec_3_1_3_67)
5290	3.1.3.80	function(g5290,ec_3_1_3_80)
5290	3.1.3.86	function(g5290,ec_3_1_3_86)
5290	3.4.21.-	function(g5290,ec_3_4_21)
5290	3.6.1.52	function(g5290,ec_3_6_1_52)
5290	3.6.1.61	function(g5290,ec_3_6_1_61)
5290	5.5.1.4	function(g5290,ec_5_5_1_4)
5291	1.13.99.1	function(g5291,ec_1_13_99_1)
5291	2.3.2.-	function(g5291,ec_2_3_2)
5291	2.7.1.134	function(g5291,ec_2_7_1_134)
5291	2.7.1.140	function(g5291,ec_2_7_1_140)
5291	2.7.1.151	function(g5291,ec_2_7_1_151)
5291	2.7.1.158	function(g5291,ec_2_7_1_158)
5291	2.7.1.159	function(g5291,ec_2_7_1_159)
5291	2.7.4.-	function(g5291,ec_2_7_4)
5291	2.7.4.21	function(g5291,ec_2_7_4_21)
5291	2.7.4.24	function(g5291,ec_2_7_4_24)
5291	3.1.3.-	function(g5291,ec_3_1_3)
5291	3.1.3.16	function(g5291,ec_3_1_3_16)
5291	3.1.3.36	function(g5291,ec_3_1_3_36)
5291	3.1.3.48	function(g5291,ec_3_1_3_48)
5291	3.1.3.56	function(g5291,ec_3_1_3_56)
5291	3.1.3.57	function(g5291,ec_3_1_3_57)
5291	3.1.3.62	function(g5291,ec_3_1_3_62)
5291	3.1.3.64	function(g5291,ec_3_1_3_64)
5291	3.1.3.66	function(g5291,ec_3_1_3_66)
5291	3.1.3.67	function(g5291,ec_3_1_3_67)
5291	3.1.3.80	function(g5291,ec_3_1_3_80)
5291	3.1.3.86	function(g5291,ec_3_1_3_86)
5291	3.4.21.-	function(g5291,ec_3_4_21)
5291	3.6.1.52	function(g5291,ec_3_6_1_52)
5291	3.6.1.61	function(g5291,ec_3_6_1_61)
5291	5.5.1.4	function(g5291,ec_5_5_1_4)
5293	1.13.99.1	function(g5293,ec_1_13_99_1)
5293	2.3.2.-	function(g5293,ec_2_3_2)
5293	2.7.1.134	function(g5293,ec_2_7_1_134)
5293	2.7.1.140	function(g5293,ec_2_7_1_140)
5293	2.7.4.-	function(g5293,ec_2_7_4)
5293	2.7.4.21	function(g5293,ec_2_7_4_21)
5293	2.7.4.24	function(g5293,ec_2_7_4_24)
5293	3.1.3.-	function(g5293,ec_3_1_3)
5293	3.1.3.16	function(g5293,ec_3_1_3_16)
5293	3.1.3.36	function(g5293,ec_3_1_3_36)
5293	3.1.3.48	function(g5293,ec_3_1_3_48)
5293	3.1.3.56	function(g5293,ec_3_1_3_56)
5293	3.1.3.57	function(g5293,ec_3_1_3_57)
5293	3.1.3.62	function(g5293,ec_3_1_3_62)
5293	3.1.3.64	function(g5293,ec_3_1_3_64)
5293	3.1.3.66	function(g5293,ec_3_1_3_66)
5293	3.1.3.67	function(g5293,ec_3_1_3_67)
5293	3.1.3.80	function(g5293,ec_3_1_3_80)
5293	3.1.3.86	function(g5293,ec_3_1_3_86)
5293	3.4.21.-	function(g5293,ec_3_4_21)
5293	3.6.1.52	function(g5293,ec_3_6_1_52)
5293	3.6.1.61	function(g5293,ec_3_6_1_61)
5293	5.5.1.4	function(g5293,ec_5_5_1_4)
5294	1.13.99.1	function(g5294,ec_1_13_99_1)
5294	2.3.2.-	function(g5294,ec_2_3_2)
5294	2.7.1.134	function(g5294,ec_2_7_1_134)
5294	2.7.1.140	function(g5294,ec_2_7_1_140)
5294	2.7.1.151	function(g5294,ec_2_7_1_151)
5294	2.7.1.158	function(g5294,ec_2_7_1_158)
5294	2.7.1.159	function(g5294,ec_2_7_1_159)
5294	2.7.4.-	function(g5294,ec_2_7_4)
5294	2.7.4.21	function(g5294,ec_2_7_4_21)
5294	2.7.4.24	function(g5294,ec_2_7_4_24)
5294	3.1.3.-	function(g5294,ec_3_1_3)
5294	3.1.3.16	function(g5294,ec_3_1_3_16)
5294	3.1.3.36	function(g5294,ec_3_1_3_36)
5294	3.1.3.48	function(g5294,ec_3_1_3_48)
5294	3.1.3.56	function(g5294,ec_3_1_3_56)
5294	3.1.3.57	function(g5294,ec_3_1_3_57)
5294	3.1.3.62	function(g5294,ec_3_1_3_62)
5294	3.1.3.64	function(g5294,ec_3_1_3_64)
5294	3.1.3.66	function(g5294,ec_3_1_3_66)
5294	3.1.3.67	function(g5294,ec_3_1_3_67)
5294	3.1.3.80	function(g5294,ec_3_1_3_80)
5294	3.1.3.86	function(g5294,ec_3_1_3_86)
5294	3.4.21.-	function(g5294,ec_3_4_21)
5294	3.6.1.52	function(g5294,ec_3_6_1_52)
5294	3.6.1.61	function(g5294,ec_3_6_1_61)
5294	5.5.1.4	function(g5294,ec_5_5_1_4)
531877	1.13.99.1	function(g531877,ec_1_13_99_1)
531877	2.3.2.-	function(g531877,ec_2_3_2)
531877	2.7.1.134	function(g531877,ec_2_7_1_134)
531877	2.7.1.140	function(g531877,ec_2_7_1_140)
531877	2.7.1.151	function(g531877,ec_2_7_1_151)
531877	2.7.1.153	function(g531877,ec_2_7_1_153)
531877	2.7.1.158	function(g531877,ec_2_7_1_158)
531877	2.7.1.159	function(g531877,ec_2_7_1_159)
531877	2.7.4.-	function(g531877,ec_2_7_4)
531877	2.7.4.21	function(g531877,ec_2_7_4_21)
531877	2.7.4.24	function(g531877,ec_2_7_4_24)
531877	3.1.3.-	function(g531877,ec_3_1_3)
531877	3.1.3.16	function(g531877,ec_3_1_3_16)
531877	3.1.3.57	function(g531877,ec_3_1_3_57)
531877	3.1.3.64	function(g531877,ec_3_1_3_64)
531877	3.1.3.66	function(g531877,ec_3_1_3_66)
531877	3.1.3.80	function(g531877,ec_3_1_3_80)
531877	3.1.3.86	function(g531877,ec_3_1_3_86)
531877	3.4.21.-	function(g531877,ec_3_4_21)
531877	3.6.1.52	function(g531877,ec_3_6_1_52)
531877	3.6.1.61	function(g531877,ec_3_6_1_61)
531877	5.5.1.4	function(g531877,ec_5_5_1_4)
533527	1.13.99.1	function(g533527,ec_1_13_99_1)
533527	2.3.2.-	function(g533527,ec_2_3_2)
533527	2.7.1.134	function(g533527,ec_2_7_1_134)
533527	2.7.1.140	function(g533527,ec_2_7_1_140)
533527	2.7.1.151	function(g533527,ec_2_7_1_151)
533527	2.7.1.153	function(g533527,ec_2_7_1_153)
533527	2.7.1.158	function(g533527,ec_2_7_1_158)
533527	2.7.1.159	function(g533527,ec_2_7_1_159)
533527	2.7.4.-	function(g533527,ec_2_7_4)
533527	2.7.4.21	function(g533527,ec_2_7_4_21)
533527	2.7.4.24	function(g533527,ec_2_7_4_24)
533527	3.1.3.-	function(g533527,ec_3_1_3)
533527	3.1.3.36	function(g533527,ec_3_1_3_36)
533527	3.1.3.56	function(g533527,ec_3_1_3_56)
533527	3.1.3.64	function(g533527,ec_3_1_3_64)
533527	3.1.3.67	function(g533527,ec_3_1_3_67)
533527	3.1.3.80	function(g533527,ec_3_1_3_80)
533527	3.4.21.-	function(g533527,ec_3_4_21)
533527	3.6.1.52	function(g533527,ec_3_6_1_52)
533527	3.6.1.61	function(g533527,ec_3_6_1_61)
533527	5.5.1.4	function(g533527,ec_5_5_1_4)
533590	1.13.99.1	function(g533590,ec_1_13_99_1)
533590	2.3.2.-	function(g533590,ec_2_3_2)
533590	2.7.1.134	function(g533590,ec_2_7_1_134)
533590	2.7.1.140	function(g533590,ec_2_7_1_140)
533590	2.7.1.151	function(g533590,ec_2_7_1_151)
533590	2.7.1.153	function(g533590,ec_2_7_1_153)
533590	2.7.1.158	function(g533590,ec_2_7_1_158)
533590	2.7.1.159	function(g533590,ec_2_7_1_159)
533590	2.7.4.-	function(g533590,ec_2_7_4)
533590	2.7.4.21	function(g533590,ec_2_7_4_21)
533590	2.7.4.24	function(g533590,ec_2_7_4_24)
533590	3.1.3.-	function(g533590,ec_3_1_3)
533590	3.1.3.56	function(g533590,ec_3_1_3_56)
533590	3.1.3.62	function(g533590,ec_3_1_3_62)
533590	3.1.3.66	function(g533590,ec_3_1_3_66)
533590	3.1.3.67	function(g533590,ec_3_1_3_67)
533590	3.1.3.80	function(g533590,ec_3_1_3_80)
533590	3.4.21.-	function(g533590,ec_3_4_21)
533590	3.6.1.52	function(g533590,ec_3_6_1_52)
533590	3.6.1.61	function(g533590,ec_3_6_1_61)
533590	5.5.1.4	function(g533590,ec_5_5_1_4)
534183	1.13.99.1	function(g534183,ec_1_13_99_1)
534183	2.3.2.-	function(g534183,ec_2_3_2)
534183	2.7.1.134	function(g534183,ec_2_7_1_134)
534183	2.7.1.140	function(g534183,ec_2_7_1_140)
534183	2.7.1.151	function(g534183,ec_2_7_1_151)
534183	2.7.1.153	function(g534183,ec_2_7_1_153)
534183	2.7.1.158	function(g534183,ec_2_7_1_158)
534183	2.7.1.159	function(g534183,ec_2_7_1_159)
534183	2.7.4.-	function(g534183,ec_2_7_4)
534183	2.7.4.21	function(g534183,ec_2_7_4_21)
534183	2.7.4.24	function(g534183,ec_2_7_4_24)
534183	3.1.3.-	function(g534183,ec_3_1_3)
534183	3.1.3.16	function(g534183,ec_3_1_3_16)
534183	3.1.3.36	function(g534183,ec_3_1_3_36)
534183	3.1.3.48	function(g534183,ec_3_1_3_48)
534183	3.1.3.56	function(g534183,ec_3_1_3_56)
534183	3.1.3.57	function(g534183,ec_3_1_3_57)
534183	3.1.3.62	function(g534183,ec_3_1_3_62)
534183	3.1.3.64	function(g534183,ec_3_1_3_64)
534183	3.1.3.66	function(g534183,ec_3_1_3_66)
534183	3.1.3.67	function(g534183,ec_3_1_3_67)
534183	3.1.3.80	function(g534183,ec_3_1_3_80)
534183	3.1.3.86	function(g534183,ec_3_1_3_86)
534183	3.4.21.-	function(g534183,ec_3_4_21)
534183	3.6.1.52	function(g534183,ec_3_6_1_52)
534183	3.6.1.61	function(g534183,ec_3_6_1_61)
534183	5.5.1.4	function(g534183,ec_5_5_1_4)
534793	1.13.99.1	function(g534793,ec_1_13_99_1)
534793	2.3.2.-	function(g534793,ec_2_3_2)
534793	2.7.1.134	function(g534793,ec_2_7_1_134)
534793	2.7.1.140	function(g534793,ec_2_7_1_140)
534793	2.7.1.151	function(g534793,ec_2_7_1_151)
534793	2.7.1.153	function(g534793,ec_2_7_1_153)
534793	2.7.1.158	function(g534793,ec_2_7_1_158)
534793	2.7.1.159	function(g534793,ec_2_7_1_159)
534793	2.7.4.-	function(g534793,ec_2_7_4)
534793	2.7.4.21	function(g534793,ec_2_7_4_21)
534793	2.7.4.24	function(g534793,ec_2_7_4_24)
534793	3.1.3.-	function(g534793,ec_3_1_3)
534793	3.1.3.16	function(g534793,ec_3_1_3_16)
534793	3.1.3.36	function(g534793,ec_3_1_3_36)
534793	3.1.3.48	function(g534793,ec_3_1_3_48)
534793	3.1.3.56	function(g534793,ec_3_1_3_56)
534793	3.1.3.57	function(g534793,ec_3_1_3_57)
534793	3.1.3.62	function(g534793,ec_3_1_3_62)
534793	3.1.3.64	function(g534793,ec_3_1_3_64)
534793	3.1.3.67	function(g534793,ec_3_1_3_67)
534793	3.1.3.80	function(g534793,ec_3_1_3_80)
534793	3.1.3.86	function(g534793,ec_3_1_3_86)
534793	3.4.21.-	function(g534793,ec_3_4_21)
534793	3.6.1.52	function(g534793,ec_3_6_1_52)
534793	3.6.1.61	function(g534793,ec_3_6_1_61)
